date,scenario,stream,units,price,variable_cost_per_unit,fixed_cost,marketing_spend,payroll,capex,notes
2025-07,Optimistic,SaaS_Subscriptions,242,29,6,8600,3700,18950,0,Upside
2025-07,Optimistic,Implementation_Services,16,815,235,8600,3700,18950,0,Extra
2025-07,Optimistic,Support_Addons,55,9,2,8600,3700,18950,0,Attach
2025-07,Pessimistic,SaaS_Subscriptions,150,29,6,8600,2200,18050,0,Soft
2025-07,Pessimistic,Implementation_Services,10,815,235,8600,2200,18050,0,Low
2025-07,Pessimistic,Support_Addons,27,9,2,8600,2200,18050,0,Attach
2025-08,Base,SaaS_Subscriptions,206,29,6,8600,3050,18400,0,Steady
2025-08,Base,Implementation_Services,13,825,238,8600,3050,18400,0,Impl.
2025-08,Base,Support_Addons,38,9,2,8600,3050,18400,0,Support
2025-08,Optimistic,SaaS_Subscriptions,250,29,6,8600,3750,19000,0,Upside
2025-08,Optimistic,Implementation_Services,17,825,238,8600,3750,19000,0,Extra
2025-08,Optimistic,Support_Addons,58,9,2,8600,3750,19000,0,Attach
2025-08,Pessimistic,SaaS_Subscriptions,152,29,6,8600,2250,18100,0,Soft
2025-08,Pessimistic,Implementation_Services,11,825,238,8600,2250,18100,0,Low
2025-08,Pessimistic,Support_Addons,28,9,2,8600,2250,18100,0,Attach
2025-09,Base,SaaS_Subscriptions,216,29,6,8800,3100,18550,0,Seasonal
2025-09,Base,Implementation_Services,14,835,240,8800,3100,18550,0,Impl.
2025-09,Base,Support_Addons,40,9,2,8800,3100,18550,0,Support
2025-09,Optimistic,SaaS_Subscriptions,260,29,6,8800,3800,19100,0,Upside
2025-09,Optimistic,Implementation_Services,18,835,240,8800,3800,19100,0,Extra
2025-09,Optimistic,Support_Addons,60,9,2,8800,3800,19100,0,Attach
2025-09,Pessimistic,SaaS_Subscriptions,158,29,6,8800,2300,18200,0,Soft
2025-09,Pessimistic,Implementation_Services,11,835,240,8800,2300,18200,0,Low
2025-09,Pessimistic,Support_Addons,29,9,2,8800,2300,18200,0,Attach
2025-10,Base,SaaS_Subscriptions,226,29,6,8800,3200,18550,0,Pre‑holiday
2025-10,Base,Implementation_Services,14,840,242,8800,3200,18550,0,Impl.
2025-10,Base,Support_Addons,42,9,2,8800,3200,18550,0,Support
2025-10,Optimistic,SaaS_Subscriptions,275,29,6,8800,3900,19150,0,Upside
2025-10,Optimistic,Implementation_Services,19,840,242,8800,3900,19150,0,Extra
2025-10,Optimistic,Support_Addons,63,9,2,8800,3900,19150,0,Attach
2025-10,Pessimistic,SaaS_Subscriptions,165,29,6,8800,2350,18300,0,Soft
2025-10,Pessimistic,Implementation_Services,12,840,242,8800,2350,18300,0,Low
2025-10,Pessimistic,Support_Addons,31,9,2,8800,2350,18300,0,Attach
