date,scenario,stream,units,price,variable_cost_per_unit,fixed_cost,marketing_spend,payroll,capex,notes
2025-04,Pessimistic,Implementation_Services,8,780,228,8400,1950,17850,1200,Low
2025-04,Pessimistic,Support_Addons,22,10,2,8400,1950,17850,1200,Attach
2025-05,Base,SaaS_Subscriptions,170,30,6,8600,2700,18350,0,Release
2025-05,Base,Implementation_Services,11,800,230,8600,2700,18350,0,Impl.
2025-05,Base,Support_Addons,33,10,2,8600,2700,18350,0,Support
2025-05,Optimistic,SaaS_Subscriptions,205,30,6,8600,3400,18950,0,Strong
2025-05,Optimistic,Implementation_Services,14,800,230,8600,3400,18950,0,Extra
2025-05,Optimistic,Support_Addons,47,10,2,8600,3400,18950,0,Attach
2025-05,Pessimistic,SaaS_Subscriptions,132,30,6,8600,2000,17950,0,Soft
2025-05,Pessimistic,Implementation_Services,9,800,230,8600,2000,17950,0,Low
2025-05,Pessimistic,Support_Addons,24,10,2,8600,2000,17950,0,Attach
2025-06,Base,SaaS_Subscriptions,182,30,6,8600,2800,18400,800,Summer
2025-06,Base,Implementation_Services,12,805,232,8600,2800,18400,800,Impl.
2025-06,Base,Support_Addons,35,10,2,8600,2800,18400,800,Support
2025-06,Optimistic,SaaS_Subscriptions,220,30,6,8600,3500,19000,800,Upside
2025-06,Optimistic,Implementation_Services,15,805,232,8600,3500,19000,800,Extra
2025-06,Optimistic,Support_Addons,52,10,2,8600,3500,19000,800,Attach
2025-06,Pessimistic,SaaS_Subscriptions,140,30,6,8600,2050,18000,800,Soft
2025-06,Pessimistic,Implementation_Services,10,805,232,8600,2050,18000,800,Low
2025-06,Pessimistic,Support_Addons,26,10,2,8600,2050,18000,800,Attach
2025-07,Base,SaaS_Subscriptions,192,30,6,8800,2950,18550,0,Steady
2025-07,Base,Implementation_Services,12,820,235,8800,2950,18550,0,Impl.
2025-07,Base,Support_Addons,37,10,2,8800,2950,18550,0,Support
2025-07,Optimistic,SaaS_Subscriptions,235,30,6,8800,3650,19100,0,Upside
2025-07,Optimistic,Implementation_Services,16,820,235,8800,3650,19100,0,Extra
2025-07,Optimistic,Support_Addons,56,10,2,8800,3650,19100,0,Attach
2025-07,Pessimistic,SaaS_Subscriptions,148,30,6,8800,2150,18100,0,Soft
2025-07,Pessimistic,Implementation_Services,10,820,235,8800,2150,18100,0,Low
2025-07,Pessimistic,Support_Addons,27,10,2,8800,2150,18100,0,Attach
2025-08,Base,SaaS_Subscriptions,200,30,6,8800,3000,18550,0,Steady
2025-08,Base,Implementation_Services,13,830,238,8800,3000,18550,0,Impl.
2025-08,Base,Support_Addons,38,10,2,8800,3000,18550,0,Support
2025-08,Optimistic,SaaS_Subscriptions,245,30,6,8800,3700,19150,0,Upside
2025-08,Optimistic,Implementation_Services,17,830,238,8800,3700,19150,0,Extra
2025-08,Optimistic,Support_Addons,58,10,2,8800,3700,19150,0,Attach
2025-08,Pessimistic,SaaS_Subscriptions,150,30,6,8800,2200,18150,0,Soft
2025-08,Pessimistic,Implementation_Services,11,830,238,8800,2200,18150,0,Low
2025-08,Pessimistic,Support_Addons,28,10,2,8800,2200,18150,0,Attach
2025-09,Base,SaaS_Subscriptions,210,30,6,9000,3050,18700,0,Seasonal
2025-09,Base,Implementation_Services,14,840,240,9000,3050,18700,0,Impl.
2025-09,Base,Support_Addons,40,10,2,9000,3050,18700,0,Support
2025-09,Optimistic,SaaS_Subscriptions,255,30,6,9000,3750,19250,0,Upside
2025-09,Optimistic,Implementation_Services,18,840,240,9000,3750,19250,0,Extra
2025-09,Optimistic,Support_Addons,60,10,2,9000,3750,19250,0,Attach
2025-09,Pessimistic,SaaS_Subscriptions,155,30,6,9000,2250,18250,0,Soft
2025-09,Pessimistic,Implementation_Services,11,840,240,9000,2250,18250,0,Low
2025-09,Pessimistic,Support_Addons,29,10,2,9000,2250,18250,0,Attach
2025-10,Base,SaaS_Subscriptions,220,30,6,9000,3150,18700,0,Pre‑holiday
2025-10,Base,Implementation_Services,14,845,242,9000,3150,18700,0,Impl.
2025-10,Base,Support_Addons,42,10,2,9000,3150,18700,0,Support
2025-10,Optimistic,SaaS_Subscriptions,270,30,6,9000,3850,19300,0,Upside
2025-10,Optimistic,Implementation_Services,19,845,242,9000,3850,19300,0,Extra
2025-10,Optimistic,Support_Addons,63,10,2,9000,3850,19300,0,Attach
2025-10,Pessimistic,SaaS_Subscriptions,160,30,6,9000,2300,18300,0,Soft
2025-10,Pessimistic,Implementation_Services,12,845,242,9000,2300,18300,0,Low
2025-10,Pessimistic,Support_Addons,30,10,2,9000,2300,18300,0,Attach
