date,sku,product,channel,price,competitor_price,units_sold,variable_cost_per_unit,fixed_cost_alloc,promo,notes
2024-02-23,S10,Accessory Set,online,18.50,17.75,85,9.20,480,false,
2024-03-01,S1,Starter Pack,online,33.50,32.50,67,17.80,480,false,
2024-03-01,S2,Starter Pack,retail,34.50,33.50,52,18.30,480,false,
2024-03-01,S3,Pro Kit,online,48.50,46.50,47,25.80,480,false,
2024-03-01,S4,Pro Kit,retail,49.50,47.50,41,26.30,480,false,
2024-03-01,S5,Deluxe Bundle,online,61.50,59.50,33,32.80,480,false,
2024-03-01,S6,Deluxe Bundle,retail,62.50,60.50,28,33.30,480,false,
2024-03-01,S7,Starter Pack,wholesale,29.50,28.50,125,17.30,480,false,
2024-03-01,S8,Pro Kit,wholesale,44.50,43.50,89,25.30,480,false,
2024-03-01,S9,Deluxe Bundle,wholesale,57.50,56.50,70,32.30,480,false,
2024-03-01,S10,Accessory Set,online,18.50,17.50,87,9.20,480,false,
2024-03-08,S1,Starter Pack,online,33.50,32.75,68,17.80,480,false,
2024-03-08,S2,Starter Pack,retail,34.50,33.75,53,18.30,480,false,
2024-03-08,S3,Pro Kit,online,48.50,46.75,48,25.80,480,false,
2024-03-08,S4,Pro Kit,retail,49.50,47.75,42,26.30,480,false,
2024-03-08,S5,Deluxe Bundle,online,61.50,59.75,34,32.80,480,false,
2024-03-08,S6,Deluxe Bundle,retail,62.50,60.75,29,33.30,480,false,
2024-03-08,S7,Starter Pack,wholesale,29.50,28.75,123,17.30,480,false,
2024-03-08,S8,Pro Kit,wholesale,44.50,43.75,87,25.30,480,false,
2024-03-08,S9,Deluxe Bundle,wholesale,57.50,56.75,68,32.30,480,false,
2024-03-08,S10,Accessory Set,online,18.50,17.75,88,9.20,480,false,
